,brand,name,price,spec_rating,processor,CPU,Ram,ROM,ROM_type,GPU,display_size,resolution,OS,warranty
379,Asus,ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,209990,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB LPDDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
380,Asus,ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,209990,79.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
381,Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,142990,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
382,Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,156990,84.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,2880x1620pixels,Windows 11 OS,1 Year Warranty
383,Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,93980,70.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA Geforce RTX 3050,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
384,Asus,TUF Gaming F17 FX706HF-HX018W Laptop,53990,64.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
385,HP,15s-fy5002TU Laptop,51990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
386,Asus,VivoBook 15 X515EA-EJ342WS Laptop,35990,,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",16GB DDR4  ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
387,HP,15s-fy5003TU Laptop,37990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
388,HP,15-fc0030AU Laptop,46490,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
389,HP,15-eg3036TU Laptop,90490,69.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,1TB,SSD,Intel Integrated Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
390,HP,Victus 15-fb0122AX Gaming Laptop,55990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
391,Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,159990,88.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,3200x2000pixels,Windows 11 OS,1 Year Warranty
392,HP,15-fd0011TU Laptop,57990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
393,Acer,Predator Helios Neo 16 NH.QLTSI.002 Laptop,104990,66.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB LPDDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
394,Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,99990,70.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
395,MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,80500,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,4GB Nvidia GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
396,Dell,Vostro 3425 Laptop,37990,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
397,HP,15-fc0026AU Laptop,34250,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
398,HP,Victus 15-fa1066TX Gaming Laptop,109990,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
399,HP,15s-fq2738TU Laptop,33990,,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD Graphics,15.6inches,1366x768pixels,Windows 11 OS,1 Year Warranty
400,Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,79990,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,13.3inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
401,Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,64990,62.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,Integrated Intel iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
402,Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,109990,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB LPDDR5 ,1TB,SSD,Intel Integrated Iris Xe,15.6inches,2880x1620pixels,Windows 11 OS,1 Year Warranty
403,MSI,Bravo 15 B5ED-035IN Gaming Laptop,62990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,4GB AMD Radeon RX6500M,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
404,Huawei,MateBook D14 2023 Laptop,58999,65.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR4X ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
405,MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,420000,,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB DDR5 ,2TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3inches,3840x2160pixels,Windows 11 OS,2 Year Warranty
406,‎Lenovo,V15 G2 IJL 82QYA00HIN Laptop,21990,,Intel Celeron  N4500,8 GB DDR4 RAM,256GB SSD,Intel,Integrated,"15.6inches, 1920x1080pixels",DOS OS,,1 Year Warranty,1 USB 3.0 Ports
407,Lenovo,E41-55 Laptop,23990,,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB DDR4 ,256GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
408,HP,15-fc0028AU Laptop,42999,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
409,HP,15s-eq2223AU Laptop,38861,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
410,Lenovo,V15 G3 82TTA00VIH Laptop,33590,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
411,HP,Chromebook 15a-na0012TU Laptop,15990,,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB LPDDR4x ,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6inches,1366x768pixels,Chrome OS,1 Year Warranty
412,Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33980,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
413,Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,78400,71.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
414,Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,79990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
415,Acer,Aspire 5 UN.K3JSI.004 Laptop,47990,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",12GB DDR4 ,512GB,SSD,Intel Iris Xe Graphic,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
416,Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,74990,68.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
417,MSI,Modern 15 B13M-291IN Laptop,45889,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
418,Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,90990,70.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB LPDDR4X ,512GB,SSD,AMD Radeon AMD,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
419,Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,50990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
420,Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,74990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4x ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
421,Infinix,INBook Y1 Plus XL28 Laptop,25990,,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB LPDDR4X ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
422,Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,133990,68.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4x ,1TB,SSD,Intel Iris Xe Graphics,13.3inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
423,Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,165990,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,1TB,SSD,‎Intel Iris Xe Graphics,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
424,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,163990,80.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB DDR5 ,512GB,SSD,Intel Iris Xe Graphics,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
425,Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,109990,66.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4x ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
426,Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,139990,71.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,‎Intel Iris Xe Graphics,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
427,Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,109990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4x ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
428,Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,149990,72.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,‎Intel Iris Xe Graphics,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
429,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179990,81.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB DDR5 ,1TB,SSD,Intel Iris Xe Graphics,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
430,Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,155990,74.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
431,Samsung,Galaxy Book 3 Ultra Laptop,229900,78.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5 ,512GB,SSD,NVIDIA GeForce RTX 4070,16inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
432,Lenovo,V15 ‎82C70005UK Laptop,35990,61.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
433,HP,15s-fq2717TU Laptop,37990,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
434,Infinix,Zero Book Ultra Laptop,80990,70.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5 ,1TB,SSD,"15.6inches, 1920x1080pixels",Windows 11 OS,,1 Year Warranty,Backlit Keyboard
435,HP,14s-dq2649TU Laptop,34999,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
436,Apple,MacBook Pro 14 inch Laptop,290990,61.0,Apple M2 Max M2 Max,12 Cores,32GB Unified Memory ,1TB,SSD,30-core GPU,14.2inches,3024x1964pixels,Mac OS,1 Year Warranty
437,Apple,MacBook Pro 14 inch Laptop,234990,,Apple M2 Pro M2 Pro,12 Cores,16GB Unified Memory ,1TB,SSD,19-core GPU,14.2inches,3024x1964pixels,Mac OS,1 Year Warranty
438,HP,Pavilion Plus 14-eh0037TU Laptop,82799,70.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
439,Dell,Vostro 3425 D552308WIN9B Laptop,31790,60.0,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8GB DDR4 ,256GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
440,HP,15s-fy5003TU Laptop,37990,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
441,Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,60990,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
442,HP,Victus 15-fb0122AX Gaming Laptop,55990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
443,HP,15-fd0011TU Laptop,57990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
444,Realme,Book Prime CloudPro002 Laptop,47999,62.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB LPDDR4X ,512GB,SSD,Intel Iris Xe Graphics,14inches,2160x1440pixels,Windows 11 OS,1 Year Warranty
445,MSI,Thin GF63 12VF-268IN Laptop,86990,77.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR4 ,1TB,Hard-Disk,256GB SSD,8GB NVIDIA GeForce RTX 4060,,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
446,Dell,Vostro 3420 Laptop,52990,63.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Intel Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
